Bonus #,Winning Numbers,Draw Date,Extra #
5,07 09 11 12 28 38,01/20/2007,
11,13 25 28 30 46 55,01/17/2007,
49,28 31 40 43 50 59,01/13/2007,
51,01 06 36 41 55 57,01/10/2007,
50,07 10 27 34 37 52,01/06/2007,
12,03 09 14 24 41 44,01/03/2007,
12,01 02 25 27 49 55,12/30/2006,
33,12 18 36 41 49 53,12/27/2006,
51,04 07 18 28 40 58,12/23/2006,
39,04 19 20 21 23 45,12/20/2006,
55,07 08 09 11 16 57,12/16/2006,
6,07 33 40 43 47 52,12/13/2006,
10,08 18 25 38 49 51,12/09/2006,
10,03 09 38 44 51 59,12/06/2006,
9,13 23 25 30 49 59,12/02/2006,
53,13 29 31 33 54 59,11/29/2006,
6,24 25 38 41 49 59,11/25/2006,
55,13 32 34 36 41 50,11/22/2006,
7,05 17 30 40 43 57,11/18/2006,
39,16 26 31 32 54 58,11/15/2006,
50,01 02 03 13 27 40,11/11/2006,
24,10 13 22 25 42 43,11/08/2006,
30,04 08 12 23 49 52,11/04/2006,
8,15 23 29 37 40 52,11/01/2006,
39,08 10 24 29 48 49,10/28/2006,
9,01 08 19 20 30 35,10/25/2006,
51,11 18 21 23 43 52,10/21/2006,
11,20 24 34 36 37 56,10/18/2006,
51,10 15 25 36 46 52,10/14/2006,
1,03 21 27 37 40 47,10/11/2006,
1,06 28 33 46 49 59,10/07/2006,
15,07 09 16 36 39 56,10/04/2006,
52,01 11 40 45 53 58,09/30/2006,
10,09 19 21 51 53 58,09/27/2006,
3,01 39 40 46 51 55,09/23/2006,
31,06 07 22 30 40 43,09/20/2006,
38,07 13 32 34 39 56,09/16/2006,
11,06 30 40 47 53 55,09/13/2006,
17,03 09 40 45 52 54,09/09/2006,
22,02 13 24 45 52 53,09/06/2006,
33,09 13 30 34 44 46,09/02/2006,
16,01 08 09 32 48 58,08/30/2006,
3,09 22 28 35 43 46,08/26/2006,
16,05 36 39 54 57 59,08/23/2006,
38,09 10 22 24 32 58,08/19/2006,
24,03 07 28 36 47 53,08/16/2006,
55,03 11 18 40 49 51,08/12/2006,
3,06 32 34 42 46 50,08/09/2006,
37,07 16 26 39 47 50,08/05/2006,
57,02 03 16 26 43 52,08/02/2006,
53,05 10 15 25 30 35,07/29/2006,
25,19 32 34 37 41 53,07/26/2006,
20,27 31 32 33 51 53,07/22/2006,
53,05 14 16 38 49 56,07/19/2006,
7,05 14 33 36 50 54,07/15/2006,
11,09 16 32 42 53 57,07/12/2006,
40,08 11 20 34 37 57,07/08/2006,
41,02 03 15 26 39 56,07/05/2006,
52,01 13 22 31 36 53,07/01/2006,
26,20 27 29 50 53 59,06/28/2006,
26,16 20 30 31 35 45,06/24/2006,
27,06 33 34 37 55 56,06/21/2006,
26,04 11 21 34 38 44,06/17/2006,
12,09 25 35 42 48 57,06/14/2006,
17,02 12 15 53 55 59,06/10/2006,
23,02 03 06 31 39 48,06/07/2006,
40,04 07 25 31 43 45,06/03/2006,
3,09 10 21 26 34 49,05/31/2006,
22,13 33 35 41 47 49,05/27/2006,
46,01 10 11 15 16 44,05/24/2006,
18,21 23 31 40 42 52,05/20/2006,
32,02 04 16 18 47 49,05/17/2006,
36,18 20 23 40 52 57,05/13/2006,
36,01 11 12 13 23 50,05/10/2006,
16,08 11 12 20 41 51,05/06/2006,
3,04 08 10 13 15 22,05/03/2006,
33,03 06 18 36 41 57,04/29/2006,
52,21 27 49 55 58 59,04/26/2006,
28,24 25 27 42 46 57,04/22/2006,
36,02 11 12 47 49 50,04/19/2006,
5,11 21 23 34 36 38,04/15/2006,
15,10 18 21 38 40 57,04/12/2006,
58,04 41 42 48 51 55,04/08/2006,
14,18 27 30 34 35 39,04/05/2006,
43,05 23 33 35 36 53,04/01/2006,
14,12 17 25 32 48 55,03/29/2006,
52,16 21 22 43 53 59,03/25/2006,
39,03 26 30 43 51 59,03/22/2006,
47,21 27 29 33 39 44,03/18/2006,
53,01 13 32 34 41 59,03/15/2006,
35,03 10 18 24 27 50,03/11/2006,
18,17 20 21 30 39 50,03/08/2006,
53,02 06 08 11 51 59,03/04/2006,
5,14 22 37 42 50 59,03/01/2006,
32,20 28 37 40 52 53,02/25/2006,
1,12 15 16 23 40 48,02/22/2006,
39,31 41 45 46 49 50,02/18/2006,
58,08 25 35 40 46 59,02/15/2006,
6,01 04 09 25 32 58,02/11/2006,
7,19 26 41 52 54 58,02/08/2006,
45,10 15 19 38 54 55,02/04/2006,
54,17 32 41 43 45 59,02/01/2006,
35,20 34 36 47 52 59,01/28/2006,
55,08 25 27 40 47 48,01/25/2006,
47,06 24 38 49 52 53,01/21/2006,
16,22 37 38 44 55 59,01/18/2006,
11,12 15 29 47 55 57,01/14/2006,
26,01 02 04 15 24 57,01/11/2006,
14,03 37 40 46 47 48,01/07/2006,
43,10 15 20 25 38 51,01/04/2006,
11,06 09 28 41 46 50,12/31/2005,
24,02 04 09 17 46 52,12/28/2005,
50,05 12 22 34 39 44,12/24/2005,
53,03 04 11 42 44 45,12/21/2005,
47,17 28 29 37 43 48,12/17/2005,
21,10 16 20 25 50 59,12/14/2005,
59,03 11 16 22 41 49,12/10/2005,
48,09 16 38 44 51 58,12/07/2005,
35,08 19 27 43 49 51,12/03/2005,
36,25 30 35 40 43 59,11/30/2005,
8,09 15 17 24 31 44,11/26/2005,
21,03 06 27 38 54 55,11/23/2005,
30,11 18 21 32 33 46,11/19/2005,
52,12 23 27 31 58 59,11/16/2005,
35,10 22 23 25 41 55,11/12/2005,
52,11 25 29 36 39 44,11/09/2005,
24,07 26 36 37 42 53,11/05/2005,
41,04 17 36 43 51 55,11/02/2005,
9,04 25 26 35 36 54,10/29/2005,
44,02 21 38 50 52 53,10/26/2005,
43,06 14 20 31 57 59,10/22/2005,
17,08 20 50 52 54 56,10/19/2005,
38,10 17 20 21 35 37,10/15/2005,
22,08 13 15 40 42 56,10/12/2005,
44,07 13 23 24 32 43,10/08/2005,
36,07 14 22 32 40 51,10/05/2005,
26,04 09 14 16 37 53,10/01/2005,
30,04 06 10 12 43 46,09/28/2005,
30,19 27 36 45 53 55,09/24/2005,
45,14 17 21 22 26 58,09/21/2005,
26,03 38 39 40 43 48,09/17/2005,
53,03 19 22 41 44 55,09/14/2005,
13,15 31 41 44 47 58,09/10/2005,
42,13 14 21 43 50 51,09/07/2005,
41,15 19 33 46 52 53,09/03/2005,
57,10 37 38 40 50 52,08/31/2005,
33,01 03 39 46 50 53,08/27/2005,
56,02 08 24 42 44 58,08/24/2005,
44,31 32 34 48 54 55,08/20/2005,
1,07 16 24 26 55 56,08/17/2005,
18,13 17 27 38 52 57,08/13/2005,
11,10 12 15 30 45 57,08/10/2005,
59,04 26 28 30 37 46,08/06/2005,
59,02 16 17 18 42 50,08/03/2005,
21,01 02 11 30 39 48,07/30/2005,
31,14 19 29 34 40 52,07/27/2005,
37,07 17 22 51 57 59,07/23/2005,
33,08 30 51 54 57 58,07/20/2005,
21,07 11 15 26 45 49,07/16/2005,
28,08 09 11 13 25 53,07/13/2005,
30,11 13 35 41 47 56,07/09/2005,
30,12 13 16 24 25 39,07/06/2005,
57,03 12 16 20 24 36,07/02/2005,
47,04 22 40 41 43 44,06/29/2005,
27,04 08 25 29 54 57,06/25/2005,
46,01 33 38 54 55 56,06/22/2005,
57,12 25 31 40 41 53,06/18/2005,
33,03 18 23 37 50 58,06/15/2005,
25,13 23 29 30 43 47,06/11/2005,
57,18 23 27 37 43 50,06/08/2005,
15,23 29 46 48 52 57,06/04/2005,
17,06 11 36 41 46 53,06/01/2005,
50,01 06 08 12 37 48,05/28/2005,
2,05 13 15 38 52 53,05/25/2005,
52,02 19 31 39 47 54,05/21/2005,
58,20 34 41 47 54 57,05/18/2005,
56,08 16 23 34 43 49,05/14/2005,
22,06 16 26 36 41 57,05/11/2005,
23,21 30 32 38 46 53,05/07/2005,
58,08 12 20 53 56 59,05/04/2005,
42,05 08 16 23 27 31,04/30/2005,
45,07 10 13 25 29 57,04/27/2005,
9,11 19 26 29 47 50,04/23/2005,
7,03 30 34 44 45 51,04/20/2005,
28,02 07 30 52 53 58,04/16/2005,
42,09 13 16 27 50 56,04/13/2005,
15,07 14 22 42 49 58,04/09/2005,
50,22 26 29 31 35 49,04/06/2005,
15,04 36 39 52 53 54,04/02/2005,
39,01 16 17 20 40 43,03/30/2005,
52,03 09 31 44 47 57,03/26/2005,
47,02 03 11 24 38 54,03/23/2005,
4,06 20 30 32 37 57,03/19/2005,
40,06 19 23 28 42 55,03/16/2005,
34,18 27 35 40 45 53,03/12/2005,
27,01 11 21 45 53 58,03/09/2005,
15,08 36 40 41 46 54,03/05/2005,
21,14 34 47 50 51 56,03/02/2005,
49,09 23 26 38 46 51,02/26/2005,
4,08 27 32 35 51 59,02/23/2005,
26,05 31 38 40 43 44,02/19/2005,
47,14 19 32 46 48 55,02/16/2005,
23,05 17 22 26 29 56,02/12/2005,
9,11 18 23 25 35 53,02/09/2005,
48,03 10 11 26 39 54,02/05/2005,
9,13 19 24 34 40 46,02/02/2005,
59,20 30 39 46 47 58,01/29/2005,
14,03 26 34 36 42 57,01/26/2005,
9,20 28 38 40 44 59,01/22/2005,
8,01 03 15 30 49 52,01/19/2005,
44,22 28 31 45 49 56,01/15/2005,
57,07 17 28 34 43 50,01/12/2005,
17,10 37 38 43 49 50,01/08/2005,
39,21 27 28 52 56 57,01/05/2005,
56,08 18 37 46 49 57,01/01/2005,
23,19 20 41 42 44 54,12/29/2004,
8,03 16 19 24 36 57,12/24/2004,
8,31 33 41 50 51 54,12/22/2004,
4,03 20 24 25 54 58,12/18/2004,
32,06 12 16 20 35 41,12/15/2004,
3,14 15 23 32 45 47,12/11/2004,
40,03 04 31 37 39 58,12/08/2004,
27,02 11 12 20 36 49,12/04/2004,
56,17 42 45 50 51 52,12/01/2004,
8,02 04 19 23 49 51,11/27/2004,
16,24 27 36 42 50 52,11/24/2004,
51,01 20 35 36 52 59,11/20/2004,
27,02 10 17 26 35 53,11/17/2004,
55,02 04 09 23 30 34,11/13/2004,
2,01 22 29 40 42 58,11/10/2004,
57,03 05 10 41 54 58,11/06/2004,
35,06 25 31 34 39 41,11/03/2004,
44,06 07 14 32 42 43,10/30/2004,
47,15 17 28 38 50 54,10/27/2004,
12,08 28 31 32 42 52,10/23/2004,
32,03 17 33 35 43 59,10/20/2004,
40,04 12 13 15 27 43,10/16/2004,
20,09 18 27 47 51 53,10/13/2004,
45,03 10 38 44 47 57,10/09/2004,
10,05 17 42 44 53 57,10/06/2004,
4,02 40 42 52 54 57,10/02/2004,
5,01 04 11 46 47 59,09/29/2004,
42,03 15 24 43 51 58,09/25/2004,
52,24 27 35 36 51 58,09/22/2004,
57,09 10 13 22 30 39,09/18/2004,
11,04 08 26 28 31 44,09/15/2004,
44,08 13 15 18 19 46,09/11/2004,
42,11 21 24 40 49 55,09/08/2004,
14,08 17 22 39 44 54,09/04/2004,
59,25 29 33 37 42 51,09/01/2004,
10,06 09 34 44 49 58,08/28/2004,
30,23 31 34 35 43 46,08/25/2004,
3,30 32 47 54 55 57,08/21/2004,
1,04 19 24 29 47 56,08/18/2004,
32,03 19 36 44 46 55,08/14/2004,
35,02 37 41 46 47 50,08/11/2004,
29,07 15 17 20 22 37,08/07/2004,
36,18 23 25 27 48 57,08/04/2004,
23,02 21 22 34 48 59,07/31/2004,
45,03 09 28 42 43 52,07/28/2004,
35,06 09 11 12 25 46,07/24/2004,
26,08 22 25 28 36 56,07/21/2004,
33,02 05 25 46 52 56,07/17/2004,
15,01 04 07 18 44 45,07/14/2004,
23,10 22 25 31 38 44,07/10/2004,
4,22 26 32 44 46 56,07/07/2004,
17,08 15 19 27 38 59,07/03/2004,
44,20 26 31 39 42 55,06/30/2004,
40,05 32 41 54 56 57,06/26/2004,
4,15 32 36 42 44 49,06/23/2004,
20,14 21 40 49 53 58,06/19/2004,
9,04 19 27 29 36 50,06/16/2004,
40,04 29 31 32 48 54,06/12/2004,
1,11 14 23 28 34 47,06/09/2004,
57,17 20 23 36 51 59,06/05/2004,
24,12 19 23 33 54 55,06/02/2004,
23,03 29 32 45 50 57,05/29/2004,
44,08 20 30 49 50 57,05/26/2004,
3,07 17 37 47 48 52,05/22/2004,
15,03 04 29 34 43 53,05/19/2004,
29,07 15 28 32 39 56,05/15/2004,
44,05 07 11 20 26 38,05/12/2004,
19,20 21 30 36 44 58,05/08/2004,
11,05 08 31 35 53 57,05/05/2004,
53,05 17 23 29 34 40,05/01/2004,
22,02 03 06 15 20 55,04/28/2004,
44,12 16 22 34 42 54,04/24/2004,
6,19 26 28 29 48 57,04/21/2004,
42,38 45 47 49 51 56,04/17/2004,
9,18 39 43 47 48 55,04/14/2004,
42,04 07 23 39 56 59,04/10/2004,
10,05 08 16 25 31 46,04/07/2004,
16,09 38 40 41 48 54,04/03/2004,
42,01 06 11 24 25 39,03/31/2004,
51,11 18 38 41 49 53,03/27/2004,
52,13 26 37 41 42 46,03/24/2004,
4,25 45 46 49 51 58,03/20/2004,
42,13 17 20 31 36 43,03/17/2004,
1,16 21 25 36 49 59,03/13/2004,
5,02 11 14 17 34 38,03/10/2004,
26,06 17 24 30 35 40,03/06/2004,
42,06 18 31 43 53 54,03/03/2004,
14,01 04 06 25 30 54,02/28/2004,
35,14 16 27 39 47 48,02/25/2004,
2,04 14 21 23 30 39,02/21/2004,
23,17 19 29 37 40 50,02/18/2004,
55,05 26 27 43 54 59,02/14/2004,
42,15 17 19 27 28 32,02/11/2004,
42,12 16 23 38 54 55,02/07/2004,
25,23 30 46 49 53 58,02/04/2004,
32,02 05 11 33 50 54,01/31/2004,
4,07 08 12 21 37 45,01/28/2004,
45,02 05 13 18 28 36,01/24/2004,
51,06 10 12 27 52 54,01/21/2004,
45,15 28 31 49 50 57,01/17/2004,
45,01 04 06 13 14 35,01/14/2004,
56,15 18 39 45 52 53,01/10/2004,
21,13 22 24 26 27 50,01/07/2004,
27,03 13 19 31 32 34,01/03/2004,
19,01 22 28 30 45 49,12/31/2003,
59,01 12 30 37 44 49,12/27/2003,
43,05 08 11 33 48 57,12/24/2003,
2,11 27 29 40 51 58,12/20/2003,
39,06 18 30 34 35 56,12/17/2003,
29,03 19 27 43 50 53,12/13/2003,
16,01 02 26 33 40 41,12/10/2003,
26,07 10 14 15 22 31,12/06/2003,
51,01 02 25 38 46 49,12/03/2003,
31,04 15 28 29 30 55,11/29/2003,
26,08 12 21 51 54 56,11/26/2003,
44,21 24 31 35 45 54,11/22/2003,
41,17 26 31 39 47 50,11/19/2003,
31,22 25 35 37 44 52,11/15/2003,
37,02 26 32 35 44 52,11/12/2003,
50,10 11 32 34 35 46,11/08/2003,
28,05 16 35 47 49 55,11/05/2003,
38,06 07 19 22 27 40,11/01/2003,
21,06 07 15 31 51 53,10/29/2003,
36,16 19 20 40 51 55,10/25/2003,
35,01 06 19 26 40 41,10/22/2003,
23,18 33 35 46 51 59,10/18/2003,
59,24 29 42 43 47 53,10/15/2003,
3,15 24 29 34 39 54,10/11/2003,
37,07 11 13 26 34 39,10/08/2003,
2,07 09 26 29 50 55,10/04/2003,
52,23 25 31 38 43 44,10/01/2003,
55,03 10 12 38 57 58,09/27/2003,
54,10 14 18 30 33 55,09/24/2003,
1,08 16 17 25 40 54,09/20/2003,
39,06 10 20 30 43 46,09/17/2003,
3,07 11 14 21 40 48,09/13/2003,
14,04 22 25 53 54 58,09/10/2003,
41,27 29 31 38 51 52,09/06/2003,
13,20 30 33 36 38 57,09/03/2003,
17,11 15 16 25 44 47,08/30/2003,
32,08 12 22 30 41 44,08/27/2003,
49,07 11 32 37 47 51,08/23/2003,
44,10 14 18 22 33 57,08/20/2003,
5,13 24 35 50 57 58,08/16/2003,
59,03 28 30 37 49 54,08/13/2003,
41,06 10 13 31 33 39,08/09/2003,
55,07 12 32 37 38 50,08/06/2003,
25,05 15 26 51 55 57,08/02/2003,
20,29 32 34 37 52 57,07/30/2003,
40,07 14 16 29 45 56,07/26/2003,
53,06 10 17 21 29 44,07/23/2003,
46,16 31 32 37 40 45,07/19/2003,
24,05 08 15 40 51 53,07/16/2003,
52,10 25 32 44 51 58,07/12/2003,
53,06 09 10 12 49 56,07/09/2003,
49,17 28 31 32 39 59,07/05/2003,
14,08 13 29 30 37 53,07/02/2003,
24,09 16 22 28 49 50,06/28/2003,
38,04 14 21 29 35 53,06/25/2003,
33,05 20 28 50 54 57,06/21/2003,
8,01 03 07 24 30 41,06/18/2003,
51,11 15 16 29 37 55,06/14/2003,
33,02 13 22 30 53 55,06/11/2003,
56,04 10 22 34 40 54,06/07/2003,
12,13 29 37 43 51 58,06/04/2003,
3,12 16 33 42 50 59,05/31/2003,
42,13 14 15 37 52 54,05/28/2003,
40,08 20 33 36 42 57,05/24/2003,
50,04 17 25 31 42 45,05/21/2003,
28,06 07 32 45 48 52,05/17/2003,
39,06 09 11 17 32 58,05/14/2003,
37,12 24 32 49 52 56,05/10/2003,
10,08 43 46 48 53 55,05/07/2003,
7,04 18 40 45 52 56,05/03/2003,
51,02 05 30 32 45 46,04/30/2003,
48,14 16 25 26 27 35,04/26/2003,
4,02 10 18 25 38 40,04/23/2003,
26,03 10 14 22 46 47,04/19/2003,
43,02 09 13 19 24 46,04/16/2003,
34,15 17 19 27 36 57,04/12/2003,
2,04 19 22 25 43 44,04/09/2003,
7,10 22 25 33 34 54,04/05/2003,
37,10 14 24 43 45 53,04/02/2003,
5,07 08 17 21 25 32,03/29/2003,
46,21 32 38 47 48 58,03/26/2003,
39,06 14 27 38 50 58,03/22/2003,
42,02 07 31 33 48 55,03/19/2003,
11,05 16 25 28 34 45,03/15/2003,
40,04 31 35 42 46 58,03/12/2003,
2,10 12 16 20 28 47,03/08/2003,
51,12 13 14 31 34 48,03/05/2003,
40,08 20 30 32 46 58,03/01/2003,
33,11 27 31 41 42 56,02/26/2003,
46,07 08 30 39 41 57,02/22/2003,
18,01 24 27 36 51 55,02/19/2003,
59,19 23 28 41 43 55,02/15/2003,
54,03 05 29 39 42 43,02/12/2003,
50,07 12 26 33 38 39,02/08/2003,
57,05 06 16 20 56 59,02/05/2003,
35,21 29 38 39 51 54,02/01/2003,
13,03 04 30 37 43 53,01/29/2003,
48,10 12 34 45 51 55,01/25/2003,
29,20 24 31 38 43 47,01/22/2003,
36,02 10 33 39 41 52,01/18/2003,
26,17 19 20 22 31 50,01/15/2003,
36,04 12 14 27 29 35,01/11/2003,
1,12 15 31 40 45 50,01/08/2003,
8,04 28 36 37 54 56,01/04/2003,
38,22 37 40 44 45 49,01/01/2003,
47,15 30 31 43 53 54,12/28/2002,
2,10 15 29 34 36 43,12/24/2002,
12,03 13 30 40 47 57,12/21/2002,
14,02 24 38 49 55 57,12/18/2002,
53,06 14 25 44 45 58,12/14/2002,
18,01 12 14 22 23 28,12/11/2002,
24,01 09 11 48 50 53,12/07/2002,
36,06 14 24 29 35 54,12/04/2002,
11,01 14 32 35 41 54,11/30/2002,
11,04 17 35 39 43 45,11/27/2002,
35,04 12 13 17 49 58,11/23/2002,
56,04 09 17 21 43 57,11/20/2002,
5,19 30 36 39 46 47,11/16/2002,
14,16 19 28 32 53 54,11/13/2002,
23,08 26 34 35 44 50,11/09/2002,
55,24 27 37 50 51 58,11/06/2002,
6,02 05 11 24 45 52,11/02/2002,
41,09 20 21 28 32 50,10/30/2002,
16,13 22 27 46 49 53,10/26/2002,
27,03 11 29 37 41 49,10/23/2002,
34,01 20 25 40 42 46,10/19/2002,
19,05 06 23 35 36 44,10/16/2002,
36,01 02 18 42 55 57,10/12/2002,
13,05 24 29 31 39 48,10/09/2002,
43,02 09 10 16 24 44,10/05/2002,
3,11 20 23 28 45 57,10/02/2002,
3,08 39 42 44 48 49,09/28/2002,
41,03 11 16 17 46 53,09/25/2002,
50,14 35 36 44 51 58,09/21/2002,
38,04 10 23 47 53 58,09/18/2002,
22,11 18 35 51 53 55,09/14/2002,
56,03 07 11 15 52 58,09/11/2002,
10,03 23 29 38 45 58,09/07/2002,
38,09 12 18 33 36 50,09/04/2002,
10,07 17 36 38 48 55,08/31/2002,
43,09 35 41 45 54 55,08/28/2002,
2,13 15 19 32 34 48,08/24/2002,
24,04 06 07 20 44 57,08/21/2002,
35,04 06 19 24 33 41,08/17/2002,
20,06 09 29 33 52 57,08/14/2002,
51,05 13 23 33 45 57,08/10/2002,
13,02 15 23 39 54 56,08/07/2002,
33,04 10 28 35 38 55,08/03/2002,
45,05 13 21 23 38 57,07/31/2002,
5,07 28 37 45 48 52,07/27/2002,
29,18 19 25 42 52 56,07/24/2002,
8,03 10 24 29 44 52,07/20/2002,
8,18 22 30 51 55 59,07/17/2002,
39,05 07 15 23 32 44,07/13/2002,
7,27 36 37 51 58 59,07/10/2002,
46,04 20 26 30 54 58,07/06/2002,
39,07 11 21 42 45 52,07/03/2002,
56,02 15 20 24 48 53,06/29/2002,
33,06 10 13 27 29 43,06/26/2002,
32,01 07 11 22 42 52,06/22/2002,
54,03 14 22 45 50 56,06/19/2002,
50,07 16 30 40 51 56,06/15/2002,
43,14 20 21 47 51 54,06/12/2002,
18,06 26 35 39 50 52,06/08/2002,
55,12 15 31 40 47 59,06/05/2002,
40,04 44 46 49 54 59,06/01/2002,
20,05 14 23 25 33 48,05/29/2002,
49,01 05 10 16 28 34,05/25/2002,
43,09 12 13 14 23 53,05/22/2002,
50,16 24 32 34 39 54,05/18/2002,
19,06 12 15 23 39 56,05/15/2002,
42,05 07 21 27 29 50,05/11/2002,
34,06 10 17 31 35 51,05/08/2002,
25,04 08 14 27 44 50,05/04/2002,
4,10 20 30 31 42 49,05/01/2002,
20,08 09 10 22 31 49,04/27/2002,
3,07 26 39 41 50 56,04/24/2002,
1,02 08 17 23 27 55,04/20/2002,
14,02 11 15 19 23 56,04/17/2002,
24,07 09 13 33 35 59,04/13/2002,
49,02 08 11 16 37 54,04/10/2002,
28,15 31 33 37 49 55,04/06/2002,
59,02 19 26 33 50 58,04/03/2002,
2,21 24 36 38 41 47,03/30/2002,
3,09 16 20 32 34 41,03/27/2002,
18,08 23 25 26 40 58,03/23/2002,
30,03 16 27 33 51 58,03/20/2002,
51,07 19 44 47 48 54,03/16/2002,
35,04 07 19 21 26 56,03/13/2002,
29,08 20 22 24 33 41,03/09/2002,
23,07 17 29 47 57 59,03/06/2002,
11,15 18 25 26 27 52,03/02/2002,
25,08 19 22 31 44 53,02/27/2002,
27,04 24 30 37 40 45,02/23/2002,
25,04 05 10 46 50 56,02/20/2002,
16,14 17 23 25 39 45,02/16/2002,
34,14 30 33 45 52 59,02/13/2002,
12,16 25 28 29 46 48,02/09/2002,
24,02 03 30 43 55 59,02/06/2002,
39,18 34 37 38 42 55,02/02/2002,
49,09 16 21 28 30 48,01/30/2002,
55,01 09 32 36 56 57,01/26/2002,
23,11 16 20 22 30 37,01/23/2002,
42,11 23 28 39 44 53,01/19/2002,
3,05 16 21 30 38 49,01/16/2002,
22,01 10 17 20 23 34,01/12/2002,
25,11 15 31 39 47 48,01/09/2002,
35,01 17 32 42 43 54,01/05/2002,
56,01 10 20 23 29 31,01/02/2002,
53,17 26 35 47 55 57,12/29/2001,
13,02 18 21 38 39 44,12/26/2001,
47,19 20 25 36 38 53,12/22/2001,
14,06 15 26 30 55 56,12/19/2001,
39,02 09 18 26 36 57,12/15/2001,
26,06 15 18 31 48 53,12/12/2001,
7,01 11 35 50 55 56,12/08/2001,
40,07 43 46 49 52 57,12/05/2001,
36,02 14 15 21 48 51,12/01/2001,
43,10 25 35 45 48 49,11/28/2001,
57,05 22 35 47 52 58,11/24/2001,
8,05 07 13 38 44 48,11/21/2001,
37,21 27 29 34 41 48,11/17/2001,
23,06 08 11 17 22 41,11/14/2001,
8,09 10 20 34 55 56,11/10/2001,
7,08 18 21 22 26 49,11/07/2001,
47,07 12 20 34 51 52,11/03/2001,
20,01 02 32 33 36 39,10/31/2001,
37,01 17 25 27 28 50,10/27/2001,
4,03 08 25 31 38 44,10/24/2001,
23,08 18 34 44 50 54,10/20/2001,
32,05 08 21 24 50 56,10/17/2001,
52,05 17 30 35 41 49,10/13/2001,
36,01 06 23 30 40 51,10/10/2001,
39,08 14 19 35 42 50,10/06/2001,
9,03 08 13 21 33 41,10/03/2001,
45,21 25 27 39 44 56,09/29/2001,
14,15 19 32 38 47 50,09/26/2001,
53,21 25 39 50 54 59,09/22/2001,
52,03 08 29 30 31 49,09/19/2001,
57,01 15 24 31 34 44,09/15/2001,
39,08 13 26 35 45 51,09/12/2001,
